,challenge_ID,programming_language,author_ID,Year,total_submissions
4260,CI23916,1,AI563918,2005,55.0
4261,CI27230,1,AI566014,2008,55.0
4262,CI26744,1,AI564450,2008,55.0
4263,CI27117,1,AI565950,2008,55.0
4264,CI23809,1,AI563688,2004,55.0
4265,CI27972,1,AI566446,2008,55.0
4266,CI24995,1,AI564644,2007,55.0
4267,CI26047,1,AI564156,2007,55.0
4268,CI25459,1,AI563862,2007,55.0
4269,CI28380,1,AI563776,2009,55.0
4270,CI27504,1,AI566218,2008,55.0
4271,CI28865,1,AI563688,2009,54.0
4272,CI27397,1,AI566140,2008,54.0
4273,CI28410,1,AI563776,2009,54.0
4274,CI26532,1,AI565711,2008,54.0
4275,CI25102,1,AI564724,2007,54.0
4276,CI28382,1,AI566605,2009,54.0
4277,CI26565,1,AI565739,2008,54.0
4278,CI23981,1,AI563858,2005,54.0
4279,CI27823,3,AI566380,2008,54.0
4280,CI26070,1,AI565414,2007,54.0
4281,CI28037,1,AI564209,2009,54.0
4282,CI23580,2,AI563665,2004,54.0
4283,CI24354,1,AI564210,2006,54.0
4284,CI28761,1,AI566780,2007,54.0
4285,CI28771,1,AI566781,2008,54.0
4286,CI27999,1,AI566454,2009,54.0
4287,CI24432,1,AI564272,2006,54.0
4288,CI28499,1,AI566663,2009,54.0
4289,CI28909,1,AI566822,2008,54.0
4290,CI27977,1,AI566448,2008,54.0
4291,CI24576,1,AI563697,2003,54.0
4292,CI28939,1,AI566829,2010,54.0
4293,CI27398,1,AI566141,2008,54.0
4294,CI26471,1,AI565663,2008,54.0
4295,CI27055,1,AI565084,2008,54.0
4296,CI26668,1,AI564785,2008,54.0
4297,CI26692,1,AI565828,2008,54.0
4298,CI23581,1,AI563666,2004,54.0
4299,CI28508,1,AI566667,2009,54.0
4300,CI28944,1,AI564963,2010,54.0
4301,CI24155,1,AI563878,2006,53.0
4302,CI27603,1,AI563940,2008,53.0
4303,CI28310,1,AI566568,2009,53.0
4304,CI24499,1,AI564326,2006,53.0
4305,CI25795,1,AI565229,2007,53.0
4306,CI26360,1,AI565585,2008,53.0
4307,CI24626,1,AI564258,2004,53.0
4308,CI24497,1,AI564324,2006,53.0
4309,CI28157,1,AI565748,2009,53.0
4310,CI24333,1,AI564191,2005,53.0
4311,CI28196,1,AI563960,2009,53.0
4312,CI23586,1,AI563671,2004,53.0
4313,CI28658,1,AI566732,2009,53.0
4314,CI26895,1,AI565907,2003,53.0
4315,CI27571,1,AI566259,2008,53.0
4316,CI27125,1,AI563734,2008,53.0
4317,CI28779,1,AI566782,2007,53.0
4318,CI28808,1,AI566790,2009,53.0
4319,CI27869,1,AI566414,2009,53.0
4320,CI25752,1,AI565199,2007,53.0
4321,CI24738,1,AI564465,2005,53.0
4322,CI23950,1,AI563846,2006,53.0
4323,CI25484,1,AI565002,2007,53.0
4324,CI27482,1,AI566203,2008,53.0
4325,CI26327,1,AI565557,2008,53.0
4326,CI28607,1,AI566702,2009,53.0
4327,CI25895,1,AI563765,2007,53.0
4328,CI23701,1,AI563739,2004,53.0
4329,CI27825,2,AI564275,2009,53.0
4330,CI28188,1,AI566546,2009,53.0
4331,CI24615,1,AI563576,2005,53.0
4332,CI28592,1,,2009,53.0
4333,CI28406,1,AI566619,2009,52.0
4334,CI28019,2,AI566467,2008,52.0
4335,CI27581,1,AI566263,2008,52.0
4336,CI23877,1,AI563886,2005,52.0
4337,CI28736,1,AI566773,2009,52.0
4338,CI23729,1,AI563777,2005,52.0
4339,CI26025,1,AI565387,2007,52.0
4340,CI23567,2,AI563611,2002,52.0
4341,CI24780,1,AI564494,2005,52.0
4342,CI26264,1,AI565504,2008,52.0
4343,CI26102,1,AI565440,2008,52.0
4344,CI28754,1,AI566780,2007,52.0
4345,CI27376,1,AI566124,2008,52.0
4346,CI24232,1,AI564119,2006,52.0
4347,CI23600,1,AI563682,2003,52.0
4348,CI24200,1,AI564099,2005,52.0
4349,CI26595,1,AI563776,2008,52.0
4350,CI24624,1,AI564258,2004,52.0
4351,CI24128,1,AI564049,2006,51.0
4352,CI24669,2,AI564417,2006,51.0
4353,CI28644,1,AI566725,2009,51.0
4354,CI28463,1,AI566652,2009,51.0
4355,CI26492,1,AI565684,2008,51.0
4356,CI25831,1,AI565256,2007,51.0
4357,CI28787,1,AI566783,2008,51.0
4358,CI23630,1,AI563703,2005,51.0
4359,CI28885,1,AI566813,2009,51.0
4360,CI26272,1,AI565512,2008,51.0
4361,CI23543,1,AI563635,2002,51.0
4362,CI28905,1,AI566822,2008,51.0
4363,CI28056,3,AI566490,2008,51.0
4364,CI24386,1,AI563897,2006,51.0
4365,CI23925,1,AI563924,2006,51.0
4366,CI26224,1,AI565472,2008,51.0
4367,CI26245,1,AI565490,2007,51.0
4368,CI27428,1,,2008,51.0
4369,CI27528,1,AI565709,2008,51.0
4370,CI28398,1,AI566615,2009,51.0
4371,CI26026,1,AI565388,2007,51.0
4372,CI28082,1,AI566094,2009,50.0
4373,CI26262,1,AI565502,2008,50.0
4374,CI25240,1,AI564812,2007,50.0
4375,CI24423,1,AI564264,2006,50.0
4376,CI26741,1,AI565863,2008,50.0
4377,CI24236,1,AI563726,2005,50.0
4378,CI28551,1,AI566685,2009,50.0
4379,CI24223,1,AI564114,2005,50.0
4380,CI27433,1,AI566159,2008,50.0
4381,CI28390,1,AI566610,2009,50.0
4382,CI27568,1,AI566257,2008,50.0
4383,CI27320,1,AI566082,2007,50.0
4384,CI28371,1,AI566597,2009,50.0
4385,CI25918,2,AI564503,2007,50.0
4386,CI23980,1,AI563959,2005,50.0
4387,CI24712,1,AI564444,2006,50.0
4388,CI24162,1,AI564070,2004,50.0
4389,CI23878,1,AI563887,2005,50.0
4390,CI27389,1,AI566134,2008,50.0
4391,CI27832,2,AI564275,2009,50.0
4392,CI28980,1,AI566845,2008,50.0
4393,CI28010,1,AI566460,2008,50.0
4394,CI28327,1,AI566580,2009,50.0
4395,CI27430,1,AI566100,2008,50.0
4396,CI24022,1,AI563986,2005,49.0
4397,CI26266,1,AI565506,2008,49.0
4398,CI25061,1,AI564688,2007,49.0
4399,CI26398,1,AI565603,2007,49.0
4400,CI27220,1,AI566008,2008,49.0
4401,CI23777,1,AI563812,2005,49.0
4402,CI25511,1,AI565021,2007,49.0
4403,CI24833,1,AI564530,2006,49.0
4404,CI27331,1,AI566092,2008,49.0
4405,CI27735,1,AI566340,2008,49.0
4406,CI25357,1,AI564906,2005,49.0
4407,CI24404,1,AI564253,2006,49.0
4408,CI24563,2,AI564375,2006,49.0
4409,CI26719,1,AI565844,2008,49.0
4410,CI27063,1,AI565922,2008,49.0
4411,CI25923,1,AI565320,2007,49.0
4412,CI23633,1,AI563706,2004,49.0
4413,CI28922,1,AI566823,2008,49.0
4414,CI28063,1,AI566495,2009,49.0
4415,CI26545,1,AI565722,2008,49.0
4416,CI24179,1,AI563694,2006,49.0
4417,CI29019,1,AI566861,2009,49.0
4418,CI24405,1,AI564254,2006,49.0
4419,CI26893,1,AI565907,2003,49.0
4420,CI26890,1,AI565907,2003,49.0
4421,CI23588,2,AI563673,2002,49.0
4422,CI29026,1,AI566866,2009,48.0
4423,CI23591,2,AI563669,2001,48.0
4424,CI28863,1,AI566808,2009,48.0
4425,CI27695,1,AI566308,2003,48.0
4426,CI28756,1,AI566780,2007,48.0
4427,CI28622,1,AI564559,2009,48.0
4428,CI28024,2,AI565400,2009,48.0
4429,CI23828,1,AI563855,2006,48.0
4430,CI23479,2,AI563577,2002,48.0
4431,CI23895,1,AI563899,2005,48.0
4432,CI26458,1,AI565653,2008,48.0
4433,CI28918,1,AI566823,2008,48.0
4434,CI26064,1,AI564652,2007,48.0
4435,CI26523,1,AI565702,2008,48.0
4436,CI27579,1,AI563971,2008,48.0
4437,CI25760,1,AI563971,2007,48.0
4438,CI23746,1,AI563792,2005,48.0
4439,CI25948,1,AI563739,2008,48.0
4440,CI24427,1,AI564268,2006,48.0
4441,CI24664,2,AI564412,2006,48.0
4442,CI23892,1,AI563826,2004,48.0
4443,CI28365,1,AI565835,2009,48.0
4444,CI23934,1,AI563928,2006,48.0
4445,CI25954,1,AI563958,2008,48.0
4446,CI27316,1,AI566079,2007,48.0
4447,CI29060,1,AI563611,2010,47.0
4448,CI24789,1,AI564499,2007,47.0
4449,CI26541,1,AI565718,2008,47.0
4450,CI25532,1,AI565039,2007,47.0
4451,CI24197,1,AI564096,2005,47.0
4452,CI23502,1,AI563599,2002,47.0
4453,CI28511,1,AI566670,2009,47.0
4454,CI23676,1,AI563730,2005,47.0
4455,CI28845,1,AI566547,2009,47.0
4456,CI28631,1,AI566716,2009,47.0
4457,CI27821,1,AI564265,2008,47.0
4458,CI28660,1,AI566728,2009,47.0
4459,CI26238,1,AI565485,2008,47.0
4460,CI28669,1,AI566740,2009,47.0
4461,CI28890,1,AI566817,2009,47.0
4462,CI26066,1,AI565410,2007,47.0
4463,CI24578,1,AI563762,2003,47.0
4464,CI28169,1,AI566530,2009,47.0
4465,CI26715,1,AI565840,2008,47.0
4466,CI25659,1,AI565135,2007,47.0
4467,CI26144,1,AI565467,2008,47.0
4468,CI26759,1,AI564062,2008,47.0
4469,CI26764,1,AI563941,2008,47.0
4470,CI24288,1,AI564154,2005,47.0
4471,CI27511,1,AI565185,2008,47.0
4472,CI25978,1,AI565351,2007,47.0
4473,CI24306,1,AI564156,2005,47.0
4474,CI24479,1,AI564311,2006,47.0
4475,CI25154,1,AI563577,2007,47.0
4476,CI26274,1,AI565514,2008,46.0
4477,CI24711,1,AI564443,2006,46.0
4478,CI28069,1,AI564945,2009,46.0
4479,CI24843,2,AI564535,2007,46.0
4480,CI25509,1,AI565019,2007,46.0
4481,CI24779,1,AI564493,2005,46.0
4482,CI28351,1,AI566584,2009,46.0
4483,CI27196,1,AI565992,2008,46.0
4484,CI27729,1,AI566334,2008,46.0
4485,CI27817,1,AI564265,2008,46.0
4486,CI24338,1,AI564196,2006,46.0
4487,CI23949,1,AI563822,2005,46.0
4488,CI24339,1,AI564197,2006,46.0
4489,CI26517,1,AI564400,2008,46.0
4490,CI28443,1,AI566641,2009,46.0
4491,CI24677,1,,2006,46.0
4492,CI24595,1,AI564397,2004,46.0
4493,CI23772,1,AI563807,2005,46.0
4494,CI28645,1,AI566725,2009,46.0
4495,CI27122,1,AI565954,2008,46.0
4496,CI24105,1,AI563729,2005,46.0
4497,CI28907,1,AI566823,2008,46.0
4498,CI25797,1,AI565230,2007,46.0
4499,CI26810,1,AI563777,2008,46.0
4500,CI28487,1,AI565778,2009,46.0
4501,CI24623,1,AI564401,2004,45.0
4502,CI25588,1,AI564832,2007,45.0
4503,CI27840,1,AI566393,2008,45.0
4504,CI23939,1,AI563933,2005,45.0
4505,CI27342,1,AI566100,2008,45.0
4506,CI28081,2,AI563576,2009,45.0
4507,CI27240,1,AI566022,2008,45.0
4508,CI28238,1,AI564981,2009,45.0
4509,CI23579,1,AI563664,2003,45.0
4510,CI23988,1,AI563808,2006,45.0
4511,CI24399,1,AI564248,2006,45.0
4512,CI26326,1,AI565555,2008,45.0
4513,CI28911,1,AI566822,2008,45.0
4514,CI26770,1,AI565878,2008,45.0
4515,CI27407,1,AI566149,2008,45.0
4516,CI28435,1,AI565145,2009,45.0
4517,CI25159,1,AI564755,2007,45.0
4518,CI28973,1,AI566844,2006,45.0
4519,CI28653,1,AI566730,2009,45.0
4520,CI23640,1,AI563713,2005,45.0
4521,CI23641,1,AI563714,2006,45.0
4522,CI26483,1,AI565675,2008,45.0
4523,CI26533,1,AI565712,2008,45.0
4524,CI27844,1,AI566396,2008,44.0
4525,CI26482,1,AI565674,2008,44.0
4526,CI26495,1,AI565686,2008,44.0
4527,CI26002,1,AI565373,2008,44.0
4528,CI25183,1,AI563911,2007,44.0
4529,CI27865,1,AI566411,2008,44.0
4530,CI26018,1,AI565382,2008,44.0
4531,CI26723,1,AI565848,2008,44.0
4532,CI23601,2,AI563613,2003,44.0
4533,CI23515,1,AI563576,2002,44.0
4534,CI28636,1,AI566721,2009,44.0
4535,CI25427,1,AI564957,2007,44.0
4536,CI25005,1,AI564651,2003,44.0
4537,CI26349,1,AI565576,2008,44.0
4538,CI26092,1,AI565432,2008,44.0
4539,CI23978,1,AI563957,2005,44.0
4540,CI25839,1,AI565261,2007,44.0
4541,CI25868,1,AI564961,2007,44.0
4542,CI24172,1,AI564079,2006,44.0
4543,CI24714,1,AI564446,2006,44.0
4544,CI23489,1,AI563587,2005,44.0
4545,CI28193,1,AI566550,2009,43.0
4546,CI26720,1,AI565845,2008,43.0
4547,CI26479,1,AI565671,2008,43.0
4548,CI27585,1,AI566264,2008,43.0
4549,CI27968,1,AI566448,2008,43.0
4550,CI25259,1,AI564829,2007,43.0
4551,CI26801,1,AI565896,2008,43.0
4552,CI24402,1,AI564251,2006,43.0
4553,CI25467,1,AI564129,2007,43.0
4554,CI27110,1,AI565399,2008,43.0
4555,CI25166,1,AI564762,2007,43.0
4556,CI23783,1,,2006,43.0
4557,CI23773,1,AI563808,2005,43.0
4558,CI27929,1,AI566419,2003,43.0
4559,CI27188,1,AI565986,2008,43.0
4560,CI27391,1,AI565714,2008,43.0
4561,CI27093,1,AI565942,2007,43.0
4562,CI24051,1,AI563940,2004,43.0
4563,CI29007,1,AI566587,2008,43.0
4564,CI24211,1,AI563822,2005,43.0
4565,CI28040,1,AI566480,2009,43.0
4566,CI26981,1,AI565912,2005,43.0
4567,CI27393,1,AI566136,2008,43.0
4568,CI24074,1,AI564019,2005,43.0
4569,CI23584,2,AI563669,2004,43.0
4570,CI28235,1,AI565985,2009,43.0
4571,CI25875,1,AI565285,2007,43.0
4572,CI28957,1,AI565664,2009,42.0
4573,CI24783,1,AI564497,2005,42.0
4574,CI23898,1,AI563902,2005,42.0
4575,CI24312,1,AI564174,2004,42.0
4576,CI24777,1,AI564492,2005,42.0
4577,CI23945,1,AI563655,2005,42.0
4578,CI28981,1,AI566845,2008,42.0
4579,CI23951,1,AI563937,2005,42.0
4580,CI28923,1,AI566823,2008,42.0
4581,CI24346,1,AI564204,2006,42.0
4582,CI26796,1,AI565243,2008,42.0
4583,CI24168,1,AI564076,2004,42.0
4584,CI28618,1,AI566043,2009,42.0
4585,CI27343,1,AI566103,2008,42.0
4586,CI26441,1,AI564400,2007,42.0
4587,CI28851,1,AI566802,2009,42.0
4588,CI23738,1,AI563785,2005,42.0
4589,CI26065,1,AI565409,2007,42.0
4590,CI25031,1,AI564673,2007,42.0
4591,CI28325,1,AI566578,2009,42.0
4592,CI28101,1,AI566507,2009,42.0
4593,CI26725,1,AI565850,2008,42.0
4594,CI28329,1,AI564275,2009,42.0
4595,CI28353,1,AI566585,2009,42.0
4596,CI24605,1,AI564256,2004,42.0
4597,CI27833,1,AI566386,2008,42.0
4598,CI27815,3,AI566375,2008,42.0
4599,CI27828,1,AI566384,2008,42.0
4600,CI26752,1,AI565868,2008,42.0
4601,CI24518,1,AI564341,2006,42.0
4602,CI28079,2,AI563576,2009,41.0
4603,CI27555,1,AI566247,2008,41.0
4604,CI28379,1,AI566604,2009,41.0
4605,CI29054,1,AI566869,2010,41.0
4606,CI28896,1,AI566819,2009,41.0
4607,CI27302,1,AI566066,2008,41.0
4608,CI26554,1,AI565731,2008,41.0
4609,CI24293,1,AI564158,2004,41.0
4610,CI25889,1,AI565296,2007,41.0
4611,CI26013,1,AI564168,2008,41.0
4612,CI25014,1,AI564659,2007,41.0
4613,CI26043,1,AI564259,2007,41.0
4614,CI24546,2,AI564357,2006,41.0
4615,CI23900,1,AI563904,2005,41.0
4616,CI29016,1,AI566858,2009,41.0
4617,CI28624,1,AI566711,2009,41.0
4618,CI28737,1,AI566774,2009,41.0
4619,CI25487,1,AI565005,2007,41.0
4620,CI25169,1,AI564765,2007,41.0
4621,CI26315,1,AI565549,2008,41.0
4622,CI24863,2,AI564547,2006,41.0
4623,CI28512,1,AI566671,2009,41.0
4624,CI24762,1,AI563869,2006,41.0
4625,CI24761,1,AI563880,2006,41.0
4626,CI23755,1,AI563799,2005,41.0
4627,CI25579,1,AI565078,2007,41.0
4628,CI25763,1,AI565206,2007,41.0
4629,CI27988,1,AI566446,2008,40.0
4630,CI28946,2,AI566833,2010,40.0
4631,CI25544,1,AI565051,2007,40.0
4632,CI24686,2,AI564428,2007,40.0
4633,CI24038,1,AI563996,2005,40.0
4634,CI27994,1,AI566450,2009,40.0
4635,CI25883,1,AI565292,2007,40.0
4636,CI23857,1,AI563873,2005,40.0
4637,CI25423,1,AI564955,2007,40.0
4638,CI28105,2,AI566510,2009,40.0
4639,CI24021,1,AI563985,2005,40.0
4640,CI28549,1,AI566683,2009,40.0
4641,CI26427,3,,2008,40.0
4642,CI27153,1,AI565965,2008,40.0
4643,CI24494,1,AI564208,2006,40.0
4644,CI23742,1,AI563788,2002,40.0
4645,CI28663,1,AI566736,2009,40.0
4646,CI24829,1,AI564528,2001,40.0
4647,CI28713,1,AI566753,2009,40.0
4648,CI28772,1,AI566781,2008,40.0
4649,CI24788,1,AI564499,2007,40.0
4650,CI25197,1,AI564784,2007,39.0
4651,CI24069,1,AI564016,2005,39.0
4652,CI27339,1,AI566100,2008,39.0
4653,CI27178,1,AI565977,2008,39.0
4654,CI25802,1,AI565234,2007,39.0
4655,CI27140,1,,2008,39.0
4656,CI27252,1,AI566031,2008,39.0
4657,CI28388,1,AI566608,2009,39.0
4658,CI28195,1,AI564607,2009,39.0
4659,CI23899,1,AI563903,2005,39.0
4660,CI26515,1,AI564400,2008,39.0
4661,CI28855,1,AI565149,2009,39.0
4662,CI24631,1,AI564403,2005,39.0
4663,CI27850,1,AI565185,2008,39.0
4664,CI26358,1,AI565585,2008,39.0
4665,CI27820,1,AI566379,2008,39.0
4666,CI26022,1,AI565384,2008,39.0
4667,CI26005,1,AI563780,2008,39.0
4668,CI23816,1,AI563740,2005,39.0
4669,CI28986,1,AI566845,2008,39.0
4670,CI24791,2,AI564501,2007,39.0
4671,CI24043,1,AI564001,2005,39.0
4672,CI24310,1,AI564172,2004,39.0
4673,CI26975,1,AI565911,2005,39.0
4674,CI28692,2,AI566746,2009,39.0
4675,CI23979,1,AI563958,2005,39.0
4676,CI27479,1,AI566200,2008,39.0
4677,CI23732,1,AI563715,2006,38.0
4678,CI24596,1,AI564256,2004,38.0
4679,CI25227,1,,2007,38.0
4680,CI24283,1,AI564149,2006,38.0
4681,CI28163,1,AI566527,2009,38.0
4682,CI27183,1,AI565981,2008,38.0
4683,CI26014,1,AI565379,2008,38.0
4684,CI27434,1,AI566115,2008,38.0
4685,CI23678,1,AI563739,2006,38.0
4686,CI28848,1,AI563739,2009,38.0
4687,CI28621,1,AI566710,2009,38.0
4688,CI28637,1,AI566722,2009,38.0
4689,CI25914,2,AI565316,2007,38.0
4690,CI27336,3,AI566097,2008,38.0
4691,CI26277,1,AI565517,2008,38.0
4692,CI25003,1,AI563737,2007,38.0
4693,CI28509,1,AI566668,2009,38.0
4694,CI24316,1,AI564178,2006,38.0
4695,CI27642,1,AI566293,2008,38.0
4696,CI28912,1,AI566823,2008,38.0
4697,CI25841,1,AI565263,2007,38.0
4698,CI28456,1,AI566649,2009,38.0
4699,CI28783,1,AI566783,2007,38.0
4700,CI24088,1,AI563839,2006,38.0
4701,CI26772,1,AI565879,2008,38.0
4702,CI25485,1,AI565003,2007,38.0
4703,CI26318,1,AI565552,2008,38.0
4704,CI28655,1,AI563922,2009,37.0
4705,CI29057,1,AI566871,2010,37.0
4706,CI28994,1,AI565143,2009,37.0
4707,CI28672,1,AI566743,2009,37.0
4708,CI28616,1,AI565495,2009,37.0
4709,CI23478,2,AI563576,2006,37.0
4710,CI27702,1,AI566313,2003,37.0
4711,CI24019,1,AI563703,2005,37.0
4712,CI24519,1,AI564342,2006,37.0
4713,CI27822,3,AI566326,2008,37.0
4714,CI27764,3,AI566366,2008,37.0
4715,CI27757,1,AI566362,2008,37.0
4716,CI24837,1,AI564533,2001,37.0
4717,CI27474,1,AI566196,2008,37.0
4718,CI27408,1,AI566150,2008,37.0
4719,CI25888,1,AI565295,2007,37.0
4720,CI26091,1,AI565431,2008,37.0
4721,CI26325,1,AI565556,2008,37.0
4722,CI26537,1,AI565715,2008,37.0
4723,CI26574,1,AI565746,2008,37.0
4724,CI27089,1,AI564062,2008,37.0
4725,CI27073,1,AI565930,2008,37.0
4726,CI26982,1,AI565912,2005,37.0
4727,CI24227,1,AI563576,2006,37.0
4728,CI26901,1,AI565907,2003,37.0
4729,CI23547,2,AI563639,2003,37.0
4730,CI23671,1,AI563736,2005,37.0
4731,CI23507,1,AI563603,2002,37.0
4732,CI23717,1,AI563769,2006,37.0
4733,CI27477,1,AI566198,2008,36.0
4734,CI28401,1,AI566617,2009,36.0
4735,CI27856,1,AI566404,2008,36.0
4736,CI27950,1,AI566432,2008,36.0
4737,CI26012,1,AI565378,2008,36.0
4738,CI28665,1,AI566738,2009,36.0
4739,CI28615,1,AI566707,2009,36.0
4740,CI27992,1,AI566446,2008,36.0
4741,CI26237,1,AI565484,2008,36.0
4742,CI28673,1,AI565225,2009,36.0
4743,CI24201,1,AI564100,2005,36.0
4744,CI27326,1,AI566087,2008,36.0
4745,CI24485,1,AI564257,2006,36.0
4746,CI23991,1,AI563967,2005,36.0
4747,CI23787,1,AI563808,2006,36.0
4748,CI28961,1,AI563712,2009,36.0
4749,CI27629,1,AI563960,2008,36.0
4750,CI28421,1,AI566629,2009,36.0
4751,CI23592,1,AI563676,2002,36.0
4752,CI28775,1,AI566781,2008,36.0
4753,CI25931,1,AI563958,2008,36.0
4754,CI24702,1,AI564117,2006,35.0
4755,CI27855,1,AI566403,2008,35.0
4756,CI26046,1,AI565399,2007,35.0
4757,CI28854,1,AI563794,2009,35.0
4758,CI27328,1,AI566089,2008,35.0
4759,CI23634,1,AI563707,2006,35.0
4760,CI28998,1,AI566843,2009,35.0
4761,CI25942,1,AI563825,2008,35.0
4762,CI25583,1,AI565081,2007,35.0
4763,CI24645,1,AI564408,2004,35.0
4764,CI24634,1,AI564403,2005,35.0
4765,CI26084,1,AI565426,2008,35.0
4766,CI28058,3,AI566490,2008,35.0
4767,CI27990,1,AI566446,2008,35.0
4768,CI23499,2,AI563596,2006,35.0
4769,CI24365,1,AI564221,2006,35.0
4770,CI27199,1,AI565995,2008,35.0
4771,CI23818,1,AI563845,2005,35.0
4772,CI28598,1,AI566696,2009,35.0
4773,CI29028,2,AI565311,2010,35.0
4774,CI23734,1,AI563781,2005,35.0
4775,CI28159,1,AI565494,2009,35.0
4776,CI28488,1,AI566661,2009,35.0
4777,CI28632,1,AI566717,2009,35.0
4778,CI26103,1,AI565441,2008,35.0
4779,CI28547,1,AI563639,2009,35.0
4780,CI28966,1,AI566842,2005,35.0
4781,CI25424,1,AI564956,2007,34.0
4782,CI28559,1,AI566692,2009,34.0
4783,CI26577,1,AI565748,2008,34.0
4784,CI25550,1,AI565056,2007,34.0
4785,CI28643,1,AI566724,2009,34.0
4786,CI26437,3,AI565639,2008,34.0
4787,CI27119,1,AI565951,2008,34.0
4788,CI28453,1,AI564813,2009,34.0
4789,CI27239,1,AI566021,2008,34.0
4790,CI27366,1,AI566119,2008,34.0
4791,CI27356,1,AI566113,2008,34.0
4792,CI27354,1,AI566110,2008,34.0
4793,CI27323,1,AI566085,2007,34.0
4794,CI25025,1,AI564667,2007,34.0
4795,CI28179,1,AI566539,2009,34.0
4796,CI28667,1,AI564749,2009,34.0
4797,CI28018,2,AI566466,2008,34.0
4798,CI24782,1,AI564496,2005,34.0
4799,CI28995,1,AI566852,2009,34.0
4800,CI24482,1,AI564264,2006,34.0
4801,CI28862,1,AI566305,2009,34.0
4802,CI24018,1,AI563825,2005,34.0
4803,CI24644,1,AI564407,2004,34.0
4804,CI28847,1,AI566800,2009,34.0
4805,CI28919,1,AI566823,2008,34.0
4806,CI28910,1,AI566822,2008,33.0
4807,CI27319,1,AI566081,2007,33.0
4808,CI27315,1,AI566078,2007,33.0
4809,CI28634,1,AI566719,2009,33.0
4810,CI27214,1,AI566004,2008,33.0
4811,CI26042,1,AI564337,2007,33.0
4812,CI27186,1,AI565984,2008,33.0
4813,CI26329,1,AI565559,2008,33.0
4814,CI26371,1,AI565596,2008,33.0
4815,CI26564,1,AI565738,2008,33.0
4816,CI23758,1,AI563801,2005,33.0
4817,CI28111,2,AI566511,2009,33.0
4818,CI26626,1,AI565785,2008,33.0
4819,CI23490,2,AI563588,2006,33.0
4820,CI23823,1,AI563850,2006,33.0
4821,CI26045,1,AI564259,2007,33.0
4822,CI27875,2,AI564917,2009,33.0
4823,CI28450,1,AI566647,2009,33.0
4824,CI25449,1,AI564976,2007,33.0
4825,CI24603,1,AI564258,2004,33.0
4826,CI24616,1,AI563780,2005,33.0
4827,CI24665,2,AI564413,2006,33.0
4828,CI23602,2,AI563683,2003,33.0
4829,CI25418,1,AI564950,2007,33.0
4830,CI28748,1,AI563621,2009,33.0
4831,CI24683,2,AI564425,2007,33.0
4832,CI24662,1,AI564411,2004,33.0
4833,CI24098,1,AI564034,2002,32.0
4834,CI27431,1,AI566158,2008,32.0
4835,CI24302,1,AI564166,2006,32.0
4836,CI24186,1,AI563707,2005,32.0
4837,CI27289,1,AI566056,2005,32.0
4838,CI27388,1,AI566133,2008,32.0
4839,CI26393,1,AI565607,2008,32.0
4840,CI24154,1,AI564064,2004,32.0
4841,CI25537,3,AI565044,2007,32.0
4842,CI28623,1,AI565227,2009,32.0
4843,CI28930,1,AI566825,2010,32.0
4844,CI25591,1,AI565084,2007,32.0
4845,CI27309,1,AI566072,2008,32.0
4846,CI26580,1,AI565751,2008,32.0
4847,CI28852,1,AI566803,2009,32.0
4848,CI25932,1,AI563576,2008,32.0
4849,CI26891,1,AI565907,2003,32.0
4850,CI27829,1,AI566385,2008,32.0
4851,CI28160,1,AI565713,2009,32.0
4852,CI27333,3,AI566094,2008,32.0
4853,CI26040,1,AI565397,2007,32.0
4854,CI28964,1,AI566840,2009,32.0
4855,CI23681,1,AI563742,2005,31.0
4856,CI23508,2,AI563604,2002,31.0
4857,CI28965,1,AI566841,2009,31.0
4858,CI28886,1,AI566814,2009,31.0
4859,CI24178,1,AI564084,2006,31.0
4860,CI26283,1,AI565523,2008,31.0
4861,CI24602,1,AI564256,2004,31.0
4862,CI24308,1,AI564170,2004,31.0
4863,CI26226,1,AI565474,2008,31.0
4864,CI28627,1,AI566712,2009,31.0
4865,CI24336,1,AI564194,2006,31.0
4866,CI25768,1,AI565211,2007,31.0
4867,CI23563,2,AI563611,2004,31.0
4868,CI24818,1,AI564520,2001,31.0
4869,CI24630,1,AI564219,2005,31.0
4870,CI24514,1,AI564337,2006,31.0
4871,CI28898,1,AI566821,2009,31.0
4872,CI24836,1,AI564208,2006,31.0
4873,CI26105,1,AI565443,2008,31.0
4874,CI27848,1,AI566400,2008,31.0
4875,CI27096,1,AI565942,2007,31.0
4876,CI28514,1,AI566673,2009,31.0
4877,CI27369,1,AI566120,2008,31.0
4878,CI28017,2,AI566465,2008,31.0
4879,CI27077,1,AI564981,2008,31.0
4880,CI27480,1,AI566201,2008,31.0
4881,CI28138,1,AI566516,2009,31.0
4882,CI27325,1,AI566086,2008,31.0
4883,CI25347,1,AI564259,2007,30.0
4884,CI26424,1,AI565630,2008,30.0
4885,CI24317,1,AI564179,2006,30.0
4886,CI25819,1,AI564207,2007,30.0
4887,CI26365,1,AI565590,2008,30.0
4888,CI24668,2,AI564416,2006,30.0
4889,CI24428,1,AI564269,2006,30.0
4890,CI25047,3,AI563576,2007,30.0
4891,CI28237,1,AI566556,2009,30.0
4892,CI28906,1,AI566823,2008,30.0
4893,CI24682,2,AI564424,2007,30.0
4894,CI23883,1,AI563715,2006,30.0
4895,CI27108,1,AI564499,2008,30.0
