user_sequence,challenge
106746_12,CI24261
106746_13,CI23933
106749_11,CI24261
106749_12,CI23933
106749_13,CI23714
106751_11,CI23855
106751_12,CI24261
106751_13,CI23933
106754_11,CI24917
106754_12,CI23855
106754_13,CI23933
106763_11,CI24917
106763_12,CI23855
106763_13,CI24261
106764_11,CI24917
106764_12,CI23855
106764_13,CI24261
106765_11,CI24917
106765_12,CI23855
106765_13,CI24261
106775_11,CI24917
106775_12,CI23855
106775_13,CI24261
106780_11,CI24917
106780_12,CI23855
106780_13,CI24261
106781_11,CI24917
106781_12,CI23855
106781_13,CI24261
106785_11,CI24917
106785_12,CI23855
106785_13,CI23933
106786_11,CI24917
106786_12,CI23855
106786_13,CI23933
106788_11,CI24917
106788_12,CI24261
106788_13,CI23933
106792_11,CI24917
106792_12,CI23855
106792_13,CI24261
106794_11,CI24917
106794_12,CI23933
106794_13,CI27282
106795_11,CI24917
106795_12,CI23855
106795_13,CI24261
106799_11,CI24917
106799_12,CI23855
106799_13,CI24261
106802_11,CI24917
106802_12,CI23855
106802_13,CI24261
106806_11,CI24917
106806_12,CI23855
106806_13,CI24261
106809_11,CI24917
106809_12,CI24261
106809_13,CI23933
106810_11,CI24917
106810_12,CI23855
106810_13,CI24261
106817_11,CI24917
106817_12,CI23855
106817_13,CI24261
106822_11,CI24917
106822_12,CI23855
106822_13,CI24261
106825_11,CI24917
106825_12,CI23855
106825_13,CI24261
106826_11,CI24917
106826_12,CI23855
106826_13,CI24261
106832_11,CI24917
106832_12,CI23855
106832_13,CI24261
106833_11,CI24917
106833_12,CI23855
106833_13,CI23933
106834_11,CI23855
106834_12,CI24261
106834_13,CI23933
106837_11,CI24917
106837_12,CI23855
106837_13,CI24261
106844_11,CI24917
106844_12,CI23855
106844_13,CI24261
106853_11,CI23855
106853_12,CI24261
106853_13,CI23933
106855_11,CI23855
106855_12,CI24261
106855_13,CI23714
106859_11,CI24917
106859_12,CI23855
106859_13,CI24261
106861_11,CI24917
106861_12,CI23855
106861_13,CI24261
106862_11,CI24917
106862_12,CI23855
106862_13,CI24261
106863_11,CI24917
106863_12,CI23855
106863_13,CI24261
106869_11,CI24917
106869_12,CI23855
106869_13,CI23933
106870_11,CI24917
106870_12,CI24261
106870_13,CI23933
106874_11,CI24917
106874_12,CI25634
106874_13,CI25142
106876_11,CI23855
106876_12,CI24261
106876_13,CI23933
106877_11,CI23855
106877_12,CI24261
106877_13,CI23933
106878_11,CI24917
106878_12,CI23855
106878_13,CI23933
106880_11,CI24917
106880_12,CI23855
106880_13,CI24261
106881_11,CI24917
106881_12,CI23855
106881_13,CI24261
106883_11,CI24917
106883_12,CI23855
106883_13,CI24261
106884_11,CI27282
106884_12,CI26052
106884_13,CI25727
106889_11,CI24917
106889_12,CI24261
106889_13,CI23933
106895_11,CI24917
106895_12,CI23855
106895_13,CI24261
106900_11,CI24917
106900_12,CI24261
106900_13,CI23933
106907_11,CI24917
106907_12,CI23855
106907_13,CI24261
106909_11,CI24917
106909_12,CI23855
106909_13,CI24261
106910_11,CI24917
106910_12,CI23855
106910_13,CI24261
106913_11,CI24917
106913_12,CI23855
106913_13,CI24261
106914_11,CI24917
106914_12,CI23855
106914_13,CI24261
106916_11,CI24917
106916_12,CI23855
106916_13,CI24261
106922_11,CI24917
106922_12,CI23855
106922_13,CI24261
106925_11,CI24917
106925_12,CI23855
106925_13,CI24261
106926_11,CI24917
106926_12,CI23855
106926_13,CI24261
106927_11,CI24917
106927_12,CI23855
106927_13,CI24261
106928_11,CI24917
106928_12,CI23855
106928_13,CI24261
106934_11,CI24917
106934_12,CI23855
106934_13,CI24261
106936_11,CI24917
106936_12,CI23855
106936_13,CI24261
106939_11,CI24917
106939_12,CI23855
106939_13,CI24261
106943_11,CI24917
106943_12,CI23855
106943_13,CI24261
106946_11,CI24917
106946_12,CI23855
106946_13,CI24261
106952_11,CI24917
106952_12,CI23855
106952_13,CI24261
106953_11,CI24917
106953_12,CI23855
106953_13,CI24261
106957_11,CI24917
106957_12,CI23855
106957_13,CI24261
106958_11,CI24917
106958_12,CI23855
106958_13,CI24261
106961_11,CI24917
106961_12,CI23855
106961_13,CI24261
106962_11,CI24917
106962_12,CI23855
106962_13,CI24261
106963_11,CI24917
106963_12,CI23855
106963_13,CI24261
106964_11,CI24917
106964_12,CI23855
106964_13,CI24261
106970_11,CI24917
106970_12,CI23855
106970_13,CI24261
106971_11,CI24917
106971_12,CI23855
106971_13,CI24261
106972_11,CI24917
106972_12,CI23855
106972_13,CI24261
106974_11,CI24917
106974_12,CI23855
106974_13,CI24261
106978_11,CI24917
106978_12,CI23855
106978_13,CI24261
106983_11,CI24917
106983_12,CI23855
106983_13,CI24261
106985_11,CI24917
106985_12,CI23855
106985_13,CI24261
106986_11,CI24917
106986_12,CI24261
106986_13,CI23933
106987_11,CI24917
106987_12,CI24261
106987_13,CI23933
106988_11,CI24917
106988_12,CI23855
106988_13,CI23933
106990_11,CI24917
106990_12,CI23855
106990_13,CI23933
106993_11,CI24917
106993_12,CI27282
106993_13,CI26052
106999_11,CI24917
106999_12,CI23855
106999_13,CI24261
107001_11,CI24917
107001_12,CI23933
107001_13,CI23714
107004_11,CI24917
107004_12,CI23855
107004_13,CI24261
107006_11,CI24917
107006_12,CI24261
107006_13,CI23933
107008_11,CI23855
107008_12,CI24261
107008_13,CI23933
107011_11,CI24917
107011_12,CI24261
107011_13,CI23933
107014_11,CI24917
107014_12,CI23855
107014_13,CI23933
107017_11,CI24917
107017_12,CI23855
107017_13,CI24261
107020_11,CI24917
107020_12,CI23855
107020_13,CI24261
107022_11,CI24261
107022_12,CI23933
107022_13,CI23714
107028_11,CI24917
107028_12,CI24261
107028_13,CI23933
107029_11,CI24917
107029_12,CI24261
107029_13,CI23933
107035_11,CI24261
107035_12,CI23933
107035_13,CI23714
107039_11,CI24917
107039_12,CI23855
107039_13,CI24261
107043_11,CI24917
107043_12,CI23855
107043_13,CI24261
107044_11,CI24917
107044_12,CI23855
107044_13,CI23933
107045_11,CI24917
107045_12,CI23855
107045_13,CI24261
107046_11,CI24917
107046_12,CI23855
107046_13,CI24261
107047_11,CI24917
107047_12,CI23855
107047_13,CI24261
107058_11,CI24917
107058_12,CI23855
107058_13,CI24261
107063_11,CI24917
107063_12,CI23855
107063_13,CI23933
107065_11,CI24917
107065_12,CI23855
107065_13,CI24261
107068_11,CI23855
107068_12,CI24261
107068_13,CI23933
107073_11,CI24917
107073_12,CI23855
107073_13,CI23933
107074_11,CI24917
107074_12,CI23855
107074_13,CI24261
107079_11,CI24917
107079_12,CI23855
107079_13,CI24261
107081_11,CI24917
107081_12,CI23855
107081_13,CI23933
107082_11,CI24917
107082_12,CI23855
107082_13,CI24261
107083_11,CI24917
107083_12,CI23855
107083_13,CI24261
107086_11,CI24917
107086_12,CI23855
107086_13,CI24261
107087_11,CI24917
107087_12,CI23855
107087_13,CI24261
107090_11,CI24917
107090_12,CI23855
107090_13,CI24261
107095_11,CI24917
107095_12,CI24261
107095_13,CI23933
107100_11,CI24917
107100_12,CI24261
107100_13,CI23933
107101_11,CI23855
107101_12,CI24261
107101_13,CI23933
107104_11,CI23933
107104_12,CI23714
107104_13,CI27282
107106_11,CI23855
107106_12,CI24261
107106_13,CI23933
107109_11,CI24917
107109_12,CI24261
107109_13,CI23933
107112_11,CI23855
107112_12,CI24261
107112_13,CI23933
107117_11,CI24917
107117_12,CI23855
107117_13,CI24261
107120_11,CI24917
107120_12,CI23855
107120_13,CI24261
107121_11,CI24917
107121_12,CI23855
107121_13,CI24261
107123_11,CI24917
107123_12,CI23855
107123_13,CI24261
107127_11,CI24917
107127_12,CI23855
107127_13,CI24261
107130_11,CI24917
107130_12,CI23855
107130_13,CI23933
107134_11,CI24917
107134_12,CI23855
107134_13,CI24261
107138_11,CI24917
107138_12,CI23855
107138_13,CI24261
107144_11,CI24917
107144_12,CI23933
107144_13,CI23714
107145_11,CI24917
107145_12,CI23855
107145_13,CI24261
107146_11,CI24917
107146_12,CI23855
107146_13,CI24261
107148_11,CI24917
107148_12,CI23855
107148_13,CI24261
107153_11,CI24917
107153_12,CI23855
107153_13,CI24261
107154_11,CI24917
107154_12,CI23933
107154_13,CI23714
107155_11,CI24917
107155_12,CI23855
107155_13,CI23933
107156_11,CI24917
107156_12,CI25634
107156_13,CI25142
107164_11,CI24917
107164_12,CI23855
107164_13,CI23933
107165_11,CI24917
107165_12,CI23855
107165_13,CI24261
107166_11,CI24917
107166_12,CI23855
107166_13,CI24261
107169_11,CI24917
107169_12,CI23855
107169_13,CI24261
107173_11,CI24917
107173_12,CI23855
107173_13,CI24261
107174_11,CI24917
107174_12,CI23855
107174_13,CI24261
107176_11,CI24917
107176_12,CI23855
107176_13,CI23933
107179_11,CI23855
107179_12,CI24261
107179_13,CI23714
107181_11,CI24917
107181_12,CI23855
107181_13,CI23933
107185_11,CI24917
107185_12,CI23855
107185_13,CI24261
107186_11,CI24917
107186_12,CI23855
107186_13,CI23933
107190_11,CI24917
107190_12,CI23855
107190_13,CI24261
107191_11,CI24917
107191_12,CI23855
107191_13,CI24261
107192_11,CI23855
107192_12,CI24261
107192_13,CI23933
107194_11,CI24917
107194_12,CI23855
107194_13,CI24261
107201_11,CI24917
107201_12,CI23855
107201_13,CI23933
107202_11,CI24917
107202_12,CI23855
107202_13,CI23933
107203_11,CI24917
107203_12,CI23933
107203_13,CI23714
107207_11,CI24917
107207_12,CI25634
107207_13,CI25142
107209_11,CI24806
107209_12,CI24808
107209_13,CI23483
107210_11,CI24917
107210_12,CI23855
107210_13,CI23933
107216_11,CI24917
107216_12,CI23855
107216_13,CI23933
107219_11,CI24917
107219_12,CI23855
107219_13,CI24261
107225_11,CI24917
107225_12,CI23855
107225_13,CI24261
107227_11,CI24917
107227_12,CI23855
107227_13,CI24261
107234_11,CI23517
107234_12,CI24806
107234_13,CI24808
107235_11,CI24917
107235_12,CI23855
107235_13,CI24261
107236_11,CI24917
107236_12,CI23855
107236_13,CI24261
107243_11,CI24917
107243_12,CI23855
107243_13,CI24261
107245_11,CI24917
107245_12,CI23855
107245_13,CI24261
107248_11,CI23855
107248_12,CI24261
107248_13,CI23933
107250_11,CI24917
107250_12,CI23855
107250_13,CI23714
107253_11,CI24917
107253_12,CI23855
107253_13,CI24261
107254_11,CI24917
107254_12,CI23855
107254_13,CI24261
107256_11,CI24917
107256_12,CI23855
107256_13,CI24261
107257_11,CI23855
107257_12,CI24261
107257_13,CI23933
107258_11,CI24917
107258_12,CI23855
107258_13,CI24261
107259_11,CI24917
107259_12,CI24261
107259_13,CI23933
107260_11,CI24917
107260_12,CI23855
107260_13,CI24261
107262_11,CI24917
107262_12,CI23855
107262_13,CI24261
107266_11,CI24917
107266_12,CI23855
107266_13,CI23933
107268_11,CI24917
107268_12,CI23855
107268_13,CI24261
107272_11,CI24917
107272_12,CI23855
107272_13,CI24261
107274_11,CI23933
107274_12,CI23714
107274_13,CI27282
107282_11,CI28567
107282_12,CI28569
107282_13,CI28570
107286_11,CI28567
107286_12,CI28569
107286_13,CI28570
107287_11,CI28567
107287_12,CI28569
107287_13,CI28570
107290_11,CI28567
107290_12,CI28569
107290_13,CI28570
107296_11,CI28567
107296_12,CI28569
107296_13,CI28570
107303_11,CI24917
107303_12,CI23855
107303_13,CI24261
107305_11,CI24917
107305_12,CI23855
107305_13,CI24261
107306_11,CI24917
107306_12,CI25634
107306_13,CI25142
107308_11,CI27805
107308_12,CI27808
107308_13,CI27800
107311_11,CI24917
107311_12,CI23855
107311_13,CI24261
107312_11,CI24917
107312_12,CI23855
107312_13,CI23933
107317_11,CI23855
107317_12,CI24261
107317_13,CI23933
107319_11,CI24917
107319_12,CI23855
107319_13,CI23933
107322_11,CI24917
107322_12,CI24261
107322_13,CI23933
107323_11,CI24917
107323_12,CI23855
107323_13,CI24261
107324_11,CI24261
107324_12,CI23714
107324_13,CI27282
107325_11,CI23855
107325_12,CI24261
107325_13,CI23933
107327_11,CI24261
107327_12,CI23933
107327_13,CI23714
107329_11,CI24917
107329_12,CI23933
107329_13,CI23714
107331_11,CI24917
107331_12,CI23855
107331_13,CI24261
107332_11,CI24917
107332_12,CI23855
107332_13,CI24261
107333_11,CI23855
107333_12,CI24261
107333_13,CI23933
107334_11,CI24917
107334_12,CI27282
107334_13,CI26052
107336_11,CI24917
107336_12,CI23855
107336_13,CI23933
107338_11,CI23855
107338_12,CI23933
107338_13,CI23714
107343_11,CI24917
107343_12,CI23855
107343_13,CI24261
107351_11,CI24917
107351_12,CI23855
107351_13,CI23933
107353_11,CI24917
107353_12,CI23855
107353_13,CI24261
107354_11,CI24917
107354_12,CI23855
107354_13,CI24261
107357_11,CI24917
107357_12,CI23855
107357_13,CI24261
107369_11,CI24917
107369_12,CI23855
107369_13,CI24261
107371_11,CI26904
107371_12,CI26917
107371_13,CI26867
107373_11,CI26155
107373_12,CI26165
107373_13,CI26156
107376_11,CI24917
107376_12,CI23855
107376_13,CI24261
107383_11,CI24917
107383_12,CI23855
107383_13,CI24261
107384_11,CI24917
107384_12,CI23855
107384_13,CI24261
107386_11,CI24917
107386_12,CI23855
107386_13,CI24261
107387_11,CI24261
107387_12,CI23714
107387_13,CI27282
107389_11,CI24917
107389_12,CI23855
107389_13,CI23933
107391_11,CI24917
107391_12,CI23855
107391_13,CI24261
107394_11,CI24917
107394_12,CI23855
107394_13,CI24261
107400_11,CI24917
107400_12,CI23855
107400_13,CI24261
107406_11,CI24917
107406_12,CI25634
107406_13,CI25142
107407_11,CI24917
107407_12,CI25634
107407_13,CI25142
107408_11,CI24917
107408_12,CI25634
107408_13,CI25142
107410_11,CI24917
107410_12,CI24261
107410_13,CI23933
107411_11,CI24917
107411_12,CI23855
107411_13,CI24261
107412_11,CI26418
107412_12,CI24766
107412_13,CI26415
107413_11,CI24917
107413_12,CI24261
107413_13,CI23714
107415_11,CI23855
107415_12,CI23933
107415_13,CI23714
107417_11,CI24261
107417_12,CI23933
107417_13,CI23714
107418_11,CI23855
107418_12,CI23933
107418_13,CI23714
107423_11,CI23855
107423_12,CI23933
107423_13,CI23714
107426_11,CI26155
107426_12,CI26165
107426_13,CI26156
107427_11,CI26155
107427_12,CI26165
107427_13,CI26156
107428_11,CI26155
107428_12,CI26165
107428_13,CI26156
107429_11,CI26155
107429_12,CI26165
107429_13,CI26156
107435_11,CI24917
107435_12,CI23855
107435_13,CI24261
107436_11,CI24917
107436_12,CI23855
107436_13,CI24261
107439_11,CI23855
107439_12,CI24261
107439_13,CI23933
107441_11,CI24917
107441_12,CI23855
107441_13,CI24261
107446_11,CI24917
107446_12,CI23855
107446_13,CI24261
107447_11,CI24917
107447_12,CI23855
107447_13,CI24261
107448_11,CI24917
107448_12,CI23855
107448_13,CI24261
107452_11,CI24917
107452_12,CI24261
107452_13,CI23933
107458_11,CI24917
107458_12,CI23855
107458_13,CI24261
107463_11,CI24917
107463_12,CI23855
107463_13,CI24261
107465_11,CI24917
107465_12,CI23855
107465_13,CI24261
107469_11,CI24917
107469_12,CI23855
107469_13,CI24261
107472_11,CI24917
107472_12,CI23855
107472_13,CI24261
107474_11,CI24917
107474_12,CI23855
107474_13,CI24261
107478_11,CI24917
107478_12,CI23855
107478_13,CI24261
107484_11,CI28567
107484_12,CI28569
107484_13,CI28570
107494_11,CI28567
107494_12,CI28569
107494_13,CI28570
107503_11,CI24917
107503_12,CI23855
107503_13,CI24261
107504_11,CI28567
107504_12,CI28569
107504_13,CI28570
107506_11,CI24917
107506_12,CI23855
107506_13,CI24261
107510_11,CI28567
107510_12,CI28569
107510_13,CI28570
107512_11,CI28567
107512_12,CI28569
107512_13,CI28570
107513_11,CI28567
107513_12,CI28569
107513_13,CI28570
107514_11,CI28567
107514_12,CI28569
107514_13,CI28570
107516_11,CI28567
107516_12,CI28569
107516_13,CI28570
107517_11,CI28567
107517_12,CI28569
107517_13,CI28570
107518_11,CI28567
107518_12,CI28569
107518_13,CI28570
107519_11,CI28567
107519_12,CI28569
107519_13,CI28570
107524_11,CI28567
107524_12,CI28569
107524_13,CI28570
107526_11,CI24917
107526_12,CI23855
107526_13,CI23933
107533_11,CI24261
107533_12,CI23933
107533_13,CI23714
107534_11,CI24917
107534_12,CI23855
107534_13,CI24261
107535_11,CI26155
107535_12,CI26165
107535_13,CI26156
107538_11,CI26155
107538_12,CI26165
107538_13,CI26156
107542_11,CI26155
107542_12,CI26165
107542_13,CI26156
107544_11,CI26155
107544_12,CI26156
107544_13,CI26173
107551_11,CI24917
107551_12,CI24261
107551_13,CI23933
107555_11,CI24917
107555_12,CI23855
107555_13,CI24261
107557_11,CI24261
107557_12,CI23933
107557_13,CI23714
107562_11,CI24917
107562_12,CI23855
107562_13,CI24261
107564_11,CI28567
107564_12,CI28569
107564_13,CI28570
107566_11,CI24917
107566_12,CI23855
107566_13,CI24261
107570_11,CI24917
107570_12,CI23855
107570_13,CI24261
107571_11,CI24917
107571_12,CI23855
107571_13,CI24261
107578_11,CI24917
107578_12,CI23855
107578_13,CI24261
107579_11,CI24917
107579_12,CI23855
107579_13,CI24261
107584_11,CI24917
107584_12,CI23855
107584_13,CI24261
107587_11,CI24917
107587_12,CI23855
107587_13,CI24261
107588_11,CI24917
107588_12,CI23933
107588_13,CI23714
107590_11,CI24917
107590_12,CI23855
107590_13,CI24261
107591_11,CI24917
107591_12,CI23855
107591_13,CI24261
107595_11,CI24917
107595_12,CI23855
107595_13,CI24261
107597_11,CI23855
107597_12,CI23933
107597_13,CI23714
107598_11,CI24917
107598_12,CI23855
107598_13,CI24261
107605_11,CI23855
107605_12,CI24261
107605_13,CI23933
107607_11,CI24917
107607_12,CI23855
107607_13,CI24261
107608_11,CI24917
107608_12,CI23855
107608_13,CI24261
107609_11,CI24917
107609_12,CI23855
107609_13,CI24261
107612_11,CI24917
107612_12,CI23855
107612_13,CI23933
107616_11,CI24917
107616_12,CI23855
107616_13,CI24261
107617_11,CI24917
107617_12,CI23855
107617_13,CI23933
107620_11,CI24917
107620_12,CI23855
107620_13,CI23714
107621_11,CI24917
107621_12,CI24261
107621_13,CI23933
107624_11,CI24917
107624_12,CI24261
107624_13,CI23933
107629_11,CI24917
107629_12,CI23855
107629_13,CI23933
107635_11,CI24917
107635_12,CI23855
107635_13,CI24261
107636_11,CI24917
107636_12,CI23855
107636_13,CI24261
107639_11,CI23855
107639_12,CI24261
107639_13,CI23933
107647_11,CI27282
107647_12,CI26052
107647_13,CI25727
107648_11,CI28567
107648_12,CI28569
107648_13,CI28570
107651_11,CI23855
107651_12,CI24261
107651_13,CI23933
107652_11,CI24917
107652_12,CI23855
107652_13,CI24261
107655_11,CI24917
107655_12,CI23855
107655_13,CI24261
107657_11,CI24917
107657_12,CI23855
107657_13,CI24261
107659_11,CI24806
107659_12,CI24808
107659_13,CI23483
107664_11,CI24917
107664_12,CI23855
107664_13,CI24261
107665_11,CI23855
107665_12,CI23933
107665_13,CI23714
107668_11,CI24917
107668_12,CI23855
107668_13,CI23933
107669_11,CI24917
107669_12,CI27282
107669_13,CI26052
107674_11,CI24917
107674_12,CI23855
107674_13,CI23933
107676_11,CI24917
107676_12,CI23855
107676_13,CI23933
107678_11,CI24917
107678_12,CI27282
107678_13,CI26052
107679_11,CI24917
107679_12,CI23855
107679_13,CI24261
107680_11,CI24917
107680_12,CI23855
107680_13,CI24261
107690_11,CI24917
107690_12,CI23855
107690_13,CI24261
107693_11,CI24917
107693_12,CI23855
107693_13,CI24261
107694_11,CI24917
107694_12,CI24261
107694_13,CI23933
107705_11,CI24917
107705_12,CI24261
107705_13,CI23933
107707_11,CI24917
107707_12,CI23855
107707_13,CI24261
107710_11,CI24917
107710_12,CI23855
107710_13,CI24261
107712_11,CI23855
107712_12,CI24261
107712_13,CI23933
107719_11,CI24917
107719_12,CI24261
107719_13,CI23933
107725_11,CI24917
107725_12,CI23855
107725_13,CI23933
107726_11,CI24917
107726_12,CI23855
107726_13,CI24261
107728_11,CI24917
107728_12,CI23855
107728_13,CI24261
107729_11,CI23855
107729_12,CI24261
107729_13,CI23933
107733_11,CI27282
107733_12,CI26052
107733_13,CI25727
107735_11,CI24917
107735_12,CI27282
107735_13,CI26052
107741_11,CI28567
107741_12,CI28569
107741_13,CI28570
107742_11,CI28567
107742_12,CI28569
107742_13,CI28570
107746_11,CI28567
107746_12,CI28569
107746_13,CI28570
107753_11,CI24917
107753_12,CI23855
107753_13,CI24261
107758_11,CI23714
107758_12,CI27282
107758_13,CI26052
107759_11,CI24917
107759_12,CI24261
107759_13,CI23933
107761_11,CI23855
107761_12,CI24261
107761_13,CI23933
107763_11,CI23855
107763_12,CI24261
107763_13,CI23933
107764_11,CI23855
107764_12,CI24261
107764_13,CI23933
107765_11,CI24917
107765_12,CI23855
107765_13,CI24261
107769_11,CI28567
107769_12,CI28569
107769_13,CI28570
107770_11,CI28567
107770_12,CI28569
107770_13,CI28570
107771_11,CI28567
107771_12,CI28569
107771_13,CI28570
107784_11,CI24917
107784_12,CI24261
107784_13,CI23933
107785_11,CI27282
107785_12,CI26052
107785_13,CI25727
107788_11,CI24917
107788_12,CI23855
107788_13,CI24261
107791_11,CI24917
107791_12,CI27282
107791_13,CI26052
107794_11,CI27282
107794_12,CI26052
107794_13,CI25727
107796_11,CI24917
107796_12,CI23855
107796_13,CI24261
107797_11,CI24917
107797_12,CI23855
107797_13,CI24261
107803_11,CI23933
107803_12,CI23714
107803_13,CI27282
107814_11,CI24917
107814_12,CI23855
107814_13,CI24261
107816_11,CI23855
107816_12,CI24261
107816_13,CI23933
107818_11,CI24917
107818_12,CI23855
107818_13,CI24261
107819_11,CI23855
107819_12,CI24261
107819_13,CI23933
107820_11,CI23855
107820_12,CI24261
107820_13,CI23933
107821_11,CI24917
107821_12,CI23855
107821_13,CI24261
107825_11,CI24917
107825_12,CI23855
107825_13,CI23933
107827_11,CI24917
107827_12,CI23855
107827_13,CI23933
107831_11,CI24917
107831_12,CI23855
107831_13,CI24261
107834_11,CI24917
107834_12,CI23855
107834_13,CI24261
107835_11,CI24917
107835_12,CI23855
107835_13,CI24261
107839_11,CI24917
107839_12,CI23855
107839_13,CI24261
107845_11,CI24917
107845_12,CI23855
107845_13,CI23933
107848_11,CI24917
107848_12,CI23855
107848_13,CI24261
107853_11,CI24917
107853_12,CI23855
107853_13,CI24261
107854_11,CI24917
107854_12,CI23855
107854_13,CI24261
107857_11,CI24917
107857_12,CI23855
107857_13,CI24261
107858_11,CI24917
107858_12,CI23855
107858_13,CI24261
107860_11,CI24917
107860_12,CI23855
107860_13,CI23933
107867_11,CI24917
107867_12,CI23855
107867_13,CI24261
107868_11,CI24917
107868_12,CI23855
107868_13,CI23933
107870_11,CI24917
107870_12,CI23855
107870_13,CI24261
107871_11,CI24917
107871_12,CI23855
107871_13,CI24261
107873_11,CI23855
107873_12,CI24261
107873_13,CI23933
107880_11,CI24917
107880_12,CI23855
107880_13,CI24261
107885_11,CI24917
107885_12,CI23855
107885_13,CI24261
107888_11,CI24917
107888_12,CI23855
107888_13,CI24261
107889_11,CI24917
107889_12,CI23855
107889_13,CI24261
107890_11,CI23855
107890_12,CI24261
107890_13,CI23933
107891_11,CI24261
107891_12,CI23933
107891_13,CI23714
107892_11,CI24917
107892_12,CI23855
107892_13,CI23933
107893_11,CI24917
107893_12,CI23855
107893_13,CI24261
107896_11,CI24917
107896_12,CI23855
107896_13,CI24261
107903_11,CI24917
107903_12,CI23855
107903_13,CI24261
107904_11,CI24917
107904_12,CI23933
107904_13,CI23714
107906_11,CI28567
107906_12,CI28569
107906_13,CI28570
107909_11,CI28567
107909_12,CI28569
107909_13,CI28570
107911_11,CI24917
107911_12,CI23855
107911_13,CI24261
107917_11,CI24917
107917_12,CI23855
107917_13,CI24261
107922_11,CI28567
107922_12,CI28569
107922_13,CI28570
107925_11,CI24917
107925_12,CI23855
107925_13,CI23933
107929_11,CI24917
107929_12,CI23855
107929_13,CI24261
107931_11,CI24917
107931_12,CI23855
107931_13,CI24261
107935_11,CI24917
107935_12,CI23855
107935_13,CI24261
107938_11,CI28567
107938_12,CI28569
107938_13,CI28570
107939_11,CI23855
107939_12,CI24261
107939_13,CI23933
107943_11,CI24917
107943_12,CI23855
107943_13,CI23714
107945_11,CI28567
107945_12,CI28569
107945_13,CI28570
107948_11,CI24917
107948_12,CI23855
107948_13,CI24261
107956_11,CI24917
107956_12,CI23855
107956_13,CI24261
107957_11,CI24917
107957_12,CI24261
107957_13,CI23933
107958_11,CI24917
107958_12,CI23855
107958_13,CI24261
107963_11,CI24917
107963_12,CI23855
107963_13,CI24261
107966_11,CI24917
107966_12,CI23855
107966_13,CI24261
107967_11,CI24917
107967_12,CI23855
107967_13,CI24261
107970_11,CI24917
107970_12,CI23855
107970_13,CI24261
107972_11,CI23855
107972_12,CI23714
107972_13,CI27282
107974_11,CI24917
107974_12,CI23855
107974_13,CI24261
107976_11,CI23855
107976_12,CI24261
107976_13,CI23714
107977_11,CI23855
107977_12,CI23933
107977_13,CI23714
107978_11,CI24917
107978_12,CI23855
107978_13,CI24261
107982_11,CI24917
107982_12,CI23855
107982_13,CI24261
107986_11,CI24917
107986_12,CI23855
107986_13,CI24261
107987_11,CI24917
107987_12,CI24261
107987_13,CI23933
107989_11,CI24917
107989_12,CI23855
107989_13,CI24261
107991_11,CI24917
107991_12,CI23855
107991_13,CI24261
107992_11,CI24917
107992_12,CI23855
107992_13,CI23933
107994_11,CI24917
107994_12,CI24261
107994_13,CI23933
107995_11,CI24917
107995_12,CI23855
107995_13,CI24261
107996_11,CI24917
107996_12,CI24261
107996_13,CI23933
107997_11,CI24917
107997_12,CI23855
107997_13,CI24261
107998_11,CI28567
107998_12,CI28569
107998_13,CI28570
108001_11,CI24917
108001_12,CI24261
108001_13,CI23933
108005_11,CI24917
108005_12,CI23933
108005_13,CI23714
108006_11,CI24917
108006_12,CI24261
108006_13,CI23933
108015_11,CI24917
108015_12,CI24261
108015_13,CI23933
108016_11,CI24917
108016_12,CI24261
108016_13,CI23933
108019_11,CI24917
108019_12,CI23855
108019_13,CI24261
108024_11,CI24917
108024_12,CI23855
108024_13,CI24261
108026_11,CI28567
108026_12,CI28569
108026_13,CI28570
108028_11,CI24917
108028_12,CI23855
108028_13,CI24261
108030_11,CI23855
108030_12,CI24261
108030_13,CI23933
108031_11,CI24917
108031_12,CI23855
108031_13,CI23933
108033_11,CI24917
108033_12,CI23855
108033_13,CI24261
108034_11,CI23855
108034_12,CI24261
108034_13,CI23933
108041_11,CI24917
108041_12,CI23933
108041_13,CI23714
108042_11,CI24917
108042_12,CI24261
108042_13,CI23933
108043_11,CI23855
108043_12,CI23933
108043_13,CI23714
108044_11,CI24917
108044_12,CI24261
108044_13,CI23933
108047_11,CI24917
108047_12,CI23855
108047_13,CI24261
108048_11,CI24917
108048_12,CI23855
108048_13,CI24261
108055_11,CI24917
108055_12,CI23855
108055_13,CI23933
108058_11,CI23933
108058_12,CI23714
108058_13,CI23612
108062_11,CI24917
108062_12,CI23855
108062_13,CI24261
108065_11,CI23855
108065_12,CI23933
108065_13,CI23714
108071_11,CI24917
108071_12,CI23933
108071_13,CI23714
108075_11,CI23855
108075_12,CI23933
108075_13,CI23714
108077_11,CI23855
108077_12,CI23933
108077_13,CI23714
108081_11,CI28567
108081_12,CI28569
108081_13,CI28570
108085_11,CI28567
108085_12,CI28569
108085_13,CI28570
108088_11,CI28567
108088_12,CI28569
108088_13,CI28570
108090_11,CI28567
108090_12,CI28569
108090_13,CI28570
108092_11,CI28567
108092_12,CI28569
108092_13,CI28570
108094_11,CI28567
108094_12,CI28569
108094_13,CI28570
108098_11,CI23855
108098_12,CI24261
108098_13,CI23714
108100_11,CI24917
108100_12,CI23855
108100_13,CI23933
108101_11,CI24917
108101_12,CI23855
